# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,,,,,,
# Sat Oct 12 01:44:50 2013,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
# COLUMN pl_hostname:    Host Name,,,,,,,,,,,,,,,,,,
# COLUMN pl_letter:      Planet Letter,,,,,,,,,,,,,,,,,,
# COLUMN pl_discmethod:  Discovery Method,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbper:      Orbital Period [days],,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmax:     Semi-Major Axis [AU],,,,,,,,,,,,,,,,,,
# COLUMN pl_orbincl:     Inclination [deg],,,,,,,,,,,,,,,,,,
# COLUMN pl_radj:        Planet Radius [Jupiter],,,,,,,,,,,,,,,,,,
# COLUMN pl_radlim:      Planet Radius (limit flag),,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
rowid,pl_hostname,pl_letter,star,pl_radj,pl_orbsmax,texture,,,,,,,day,pl_orbper,year,pl_discmethod,pl_orbincl,pl_radlim
209,HD 5319,b,0,,1.75,textures/earth.jpg,-,-,-,-,-,-,,675,1.849315068,Radial Velocity,,
210,HD 5388,b,0,,,textures/earth.jpg,-,-,-,-,-,-,,777,2.128767123,Radial Velocity,,
211,HD 5608,b,0,,1.9,textures/earth.jpg,-,-,-,-,-,-,,792.6,2.171506849,Radial Velocity,,
212,HD 5891,b,0,,0.76,textures/earth.jpg,-,-,-,-,-,-,,177.11,0.485232877,Radial Velocity,,
213,HD 6434,b,0,,0.15,textures/earth.jpg,-,-,-,-,-,-,,22.09,0.060520548,Radial Velocity,,
214,HD 6718,b,0,,,textures/earth.jpg,-,-,-,-,-,-,,2496,6.838356164,Radial Velocity,,
215,HD 7199,b,0,,1.36,textures/earth.jpg,-,-,-,-,-,-,,615,1.684931507,Radial Velocity,,
216,HD 7449,b,0,,2.3,textures/earth.jpg,-,-,-,-,-,-,,1275,3.493150685,Radial Velocity,,
217,HD 7449,c,0,,4.96,textures/earth.jpg,-,-,-,-,-,-,,4046,11.08493151,Radial Velocity,,
218,HD 7924,b,0,,0.057,textures/earth.jpg,-,-,-,-,-,-,,5.3978,0.014788493,Radial Velocity,,
219,HD 8535,b,0,,,textures/earth.jpg,-,-,-,-,-,-,,1313,3.597260274,Radial Velocity,,
220,HD 8574,b,0,,0.757,textures/earth.jpg,-,-,-,-,-,-,,227,0.621917808,Radial Velocity,,
221,HD 8673,b,0,,3.02,textures/earth.jpg,-,-,-,-,-,-,,1634,4.476712329,Radial Velocity,,
222,HD 9446,b,0,,0.189,textures/earth.jpg,-,-,-,-,-,-,,30.052,0.082334247,Radial Velocity,,
223,HD 9446,c,0,,0.654,textures/earth.jpg,-,-,-,-,-,-,,192.9,0.528493151,Radial Velocity,,
224,HD 10180,c,0,,0.0641,textures/earth.jpg,-,-,-,-,-,-,,5.75979,0.015780247,Radial Velocity,,
225,HD 10180,d,0,,0.1286,textures/earth.jpg,-,-,-,-,-,-,,16.3579,0.044816164,Radial Velocity,,
226,HD 10180,e,0,,0.2699,textures/earth.jpg,-,-,-,-,-,-,,49.745,0.136287671,Radial Velocity,,
227,HD 10180,f,0,,0.4929,textures/earth.jpg,-,-,-,-,-,-,,122.76,0.336328767,Radial Velocity,,
228,HD 10180,g,0,,1.422,textures/earth.jpg,-,-,-,-,-,-,,601.2,1.647123288,Radial Velocity,,
229,HD 10180,h,0,,3.4,textures/earth.jpg,-,-,-,-,-,-,,2222,6.087671233,Radial Velocity,,
230,HD 10647,b,0,,2.015,textures/earth.jpg,-,-,-,-,-,-,,989.2,2.710136986,Radial Velocity,,
231,HD 10697,b,0,,2.131,textures/earth.jpg,-,-,-,-,-,-,,1075.2,2.945753425,Radial Velocity,,
232,HD 11506,b,0,,2.43,textures/earth.jpg,-,-,-,-,-,-,,1270.2,3.48,Radial Velocity,,
233,HD 11506,c,0,,0.639,textures/earth.jpg,-,-,-,-,-,-,,170.455,0.467,Radial Velocity,,
234,HD 11977,b,0,,1.93,textures/earth.jpg,-,-,-,-,-,-,,711,1.947945205,Radial Velocity,,
235,HD 11964,b,0,,3.16,textures/earth.jpg,-,-,-,-,-,-,,1945,5.328767123,Radial Velocity,,
236,HD 11964,c,0,,0.229,textures/earth.jpg,-,-,-,-,-,-,,37.91,0.103863014,Radial Velocity,,
237,HD 12661,b,0,,0.831,textures/earth.jpg,-,-,-,-,-,-,,262.709,0.719750685,Radial Velocity,,
238,HD 12661,c,0,,2.9,textures/earth.jpg,-,-,-,-,-,-,,1708,4.679452055,Radial Velocity,,
239,HD 13189,b,0,,1.85,textures/earth.jpg,-,-,-,-,-,-,,471.6,1.292054795,Radial Velocity,,
240,HD 13808,b,0,,0.1017,textures/earth.jpg,-,-,-,-,-,-,,14.182,0.038854795,Radial Velocity,,
241,HD 13808,c,0,,0.2476,textures/earth.jpg,-,-,-,-,-,-,,53.832,0.147484932,Radial Velocity,,
242,HD 13931,b,0,,5.15,textures/earth.jpg,-,-,-,-,-,-,,4218,11.55616438,Radial Velocity,,
243,HD 16141,b,0,,0.363,textures/earth.jpg,-,-,-,-,-,-,,75.523,0.206912329,Radial Velocity,,
244,HD 16417,b,0,,0.14,textures/earth.jpg,-,-,-,-,-,-,,17.24,0.047232877,Radial Velocity,,
245,HD 16175,b,0,,2.1,textures/earth.jpg,-,-,-,-,-,-,,990,2.712328767,Radial Velocity,,
246,HD 16760,b,0,,1.13,textures/earth.jpg,-,-,-,-,-,-,,465.1,1.274246575,Radial Velocity,,
247,HD 17092,b,0,,1.29,textures/earth.jpg,-,-,-,-,-,-,,359.9,0.986027397,Radial Velocity,,
248,HD 17156,b,0,1.087,0.1614,textures/earth.jpg,-,-,-,-,-,-,,21.21663,0.058127753,Radial Velocity,86.89,0
249,HD 18742,b,0,,1.92,textures/earth.jpg,-,-,-,-,-,-,,772,2.115068493,Radial Velocity,,
250,HD 19994,b,0,,1.305,textures/earth.jpg,-,-,-,-,-,-,,466.2,1.277260274,Radial Velocity,,
251,HD 20003,b,0,,0.0974,textures/earth.jpg,-,-,-,-,-,-,,11.849,0.032463014,Radial Velocity,,
252,HD 20003,c,0,,0.1961,textures/earth.jpg,-,-,-,-,-,-,,33.823,0.092665753,Radial Velocity,,
253,HD 20367,b,0,,1.25,textures/earth.jpg,-,-,-,-,-,-,,500,1.369863014,Radial Velocity,,
254,HD 20794,b,0,,0.1207,textures/earth.jpg,-,-,-,-,-,-,,18.315,0.050178082,Radial Velocity,,
255,HD 20794,c,0,,0.2036,textures/earth.jpg,-,-,-,-,-,-,,40.114,0.10990137,Radial Velocity,,
256,HD 20794,d,0,,0.3499,textures/earth.jpg,-,-,-,-,-,-,,90.309,0.247421918,Radial Velocity,,
257,HD 20781,b,0,,0.169,textures/earth.jpg,-,-,-,-,-,-,,29.15,0.079863014,Radial Velocity,,
258,HD 20781,c,0,,0.3456,textures/earth.jpg,-,-,-,-,-,-,,85.131,0.233235616,Radial Velocity,,
259,HD 20782,b,0,,1.381,textures/earth.jpg,-,-,-,-,-,-,,591.9,1.621643836,Radial Velocity,,
260,HD 20868,b,0,,0.947,textures/earth.jpg,-,-,-,-,-,-,,380.85,1.043424658,Radial Velocity,,
261,HD 21693,b,0,,0.1484,textures/earth.jpg,-,-,-,-,-,-,,22.656,0.062071233,Radial Velocity,,
262,HD 21693,c,0,,0.2644,textures/earth.jpg,-,-,-,-,-,-,,53.881,0.147619178,Radial Velocity,,
263,HD 23127,b,0,,2.4,textures/earth.jpg,-,-,-,-,-,-,,1214,3.326027397,Radial Velocity,,
264,HD 23079,b,0,,1.65,textures/earth.jpg,-,-,-,-,-,-,,738.459,2.023175342,Radial Velocity,,
265,HD 22781,b,0,,1.167,textures/earth.jpg,-,-,-,-,-,-,,528.07,1.446767123,Radial Velocity,,
266,HD 23596,b,0,,2.72,textures/earth.jpg,-,-,-,-,-,-,,1558,4.268493151,Radial Velocity,,
267,HD 24040,b,0,,4.92,textures/earth.jpg,-,-,-,-,-,-,,3668,10.04931507,Radial Velocity,,
268,HD 25171,b,0,,3.02,textures/earth.jpg,-,-,-,-,-,-,,1845,5.054794521,Radial Velocity,,
269,HD 27442,b,0,,1.18,textures/earth.jpg,-,-,-,-,-,-,,423.841,1.161208219,Radial Velocity,,
270,HD 27631,b,0,,3.25,textures/earth.jpg,-,-,-,-,-,-,,2208,6.049315068,Radial Velocity,,
271,HD 27894,b,0,,0.122,textures/earth.jpg,-,-,-,-,-,-,,17.991,0.049290411,Radial Velocity,,
272,HD 28254,b,0,,,textures/earth.jpg,-,-,-,-,-,-,,1117,3.060273973,Radial Velocity,,
273,HD 28185,b,0,,1.03,textures/earth.jpg,-,-,-,-,-,-,,383,1.049315068,Radial Velocity,,
274,HD 28678,b,0,,1.24,textures/earth.jpg,-,-,-,-,-,-,,387.1,1.060547945,Radial Velocity,,
275,HD 30177,b,0,,3.86,textures/earth.jpg,-,-,-,-,-,-,,2819.654,7.725079452,Radial Velocity,,
276,HD 30562,b,0,,2.315,textures/earth.jpg,-,-,-,-,-,-,,1159.2,3.175890411,Radial Velocity,,
277,HD 30856,b,0,,2,textures/earth.jpg,-,-,-,-,-,-,,912,2.498630137,Radial Velocity,,
278,HD 31253,b,0,,1.26,textures/earth.jpg,-,-,-,-,-,-,,466,1.276712329,Radial Velocity,,
279,HD 31527,b,0,,0.1253,textures/earth.jpg,-,-,-,-,-,-,,16.546,0.045331507,Radial Velocity,,
280,HD 31527,c,0,,0.2665,textures/earth.jpg,-,-,-,-,-,-,,51.284,0.14050411,Radial Velocity,,
281,HD 31527,d,0,,0.8181,textures/earth.jpg,-,-,-,-,-,-,,274.49,0.752027397,Radial Velocity,,
282,HD 33142,b,0,,1.06,textures/earth.jpg,-,-,-,-,-,-,,326.6,0.894794521,Radial Velocity,,
283,HD 33283,b,0,,0.168,textures/earth.jpg,-,-,-,-,-,-,,18.179,0.049805479,Radial Velocity,,
284,HD 32518,b,0,,0.59,textures/earth.jpg,-,-,-,-,-,-,,157.54,0.431616438,Radial Velocity,,
285,HD 34445,b,0,,2.07,textures/earth.jpg,-,-,-,-,-,-,,1049,2.873972603,Radial Velocity,,
286,HD 33564,b,0,,1.1,textures/earth.jpg,-,-,-,-,-,-,,388,1.063013699,Radial Velocity,,
287,HD 38283,b,0,,1.02,textures/earth.jpg,-,-,-,-,-,-,,363.2,0.995068493,Radial Velocity,,
288,HD 37124,b,0,,0.53,textures/earth.jpg,-,-,-,-,-,-,,154.46,0.423178082,Radial Velocity,,
289,HD 37124,c,0,,3.19,textures/earth.jpg,-,-,-,-,-,-,,2295,6.287671233,Radial Velocity,,
290,HD 37124,d,0,,1.64,textures/earth.jpg,-,-,-,-,-,-,,843.6,2.311232877,Radial Velocity,,
291,HD 39091,b,0,,3.29,textures/earth.jpg,-,-,-,-,-,-,,2063.818,5.65429589,Radial Velocity,,
292,HD 37605,b,0,,0.25,textures/earth.jpg,-,-,-,-,-,-,,55,0.150684932,Radial Velocity,,
293,HD 37605,c,0,,3.814,textures/earth.jpg,-,-,-,-,-,-,,2720,7.452054795,Radial Velocity,,
294,HD 39194,b,0,,0.0519,textures/earth.jpg,-,-,-,-,-,-,,5.6363,0.015441918,Radial Velocity,,
295,HD 39194,c,0,,0.0954,textures/earth.jpg,-,-,-,-,-,-,,14.025,0.038424658,Radial Velocity,,
296,HD 39194,d,0,,0.172,textures/earth.jpg,-,-,-,-,-,-,,33.941,0.092989041,Radial Velocity,,
297,HD 38529,b,0,,0.129,textures/earth.jpg,-,-,-,-,-,-,,14.309,0.03920274,Radial Velocity,,
298,HD 38529,c,0,,3.68,textures/earth.jpg,-,-,-,-,-,-,,2174.3,5.956986301,Radial Velocity,,
299,HD 38801,b,0,,1.7,textures/earth.jpg,-,-,-,-,-,-,,696.3,1.907671233,Radial Velocity,,
300,HD 38858,b,0,,1.0376,textures/earth.jpg,-,-,-,-,-,-,,407.15,1.115479452,Radial Velocity,,
301,HD 40307,b,0,,0.0468,textures/earth.jpg,-,-,-,-,-,-,,4.3123,0.011814521,Radial Velocity,,
302,HD 40307,c,0,,0.0799,textures/earth.jpg,-,-,-,-,-,-,,9.6184,0.026351781,Radial Velocity,,
303,HD 40307,d,0,,0.1321,textures/earth.jpg,-,-,-,-,-,-,,20.432,0.055978082,Radial Velocity,,
304,HD 40307,e,0,,0.1886,textures/earth.jpg,-,-,-,-,-,-,,34.62,0.094849315,Radial Velocity,,
305,HD 40307,f,0,,0.247,textures/earth.jpg,-,-,-,-,-,-,,51.76,0.141808219,Radial Velocity,,
306,HD 40307,g,0,,0.6,textures/earth.jpg,-,-,-,-,-,-,,197.8,0.541917808,Radial Velocity,,
307,HD 40979,b,0,,0.811,textures/earth.jpg,-,-,-,-,-,-,,267.2,0.732054795,Radial Velocity,,
308,HD 41004A,b,0,,1.64,textures/earth.jpg,-,-,-,-,-,-,,963,2.638356164,Radial Velocity,,
309,HD 41004B,b,0,,0.0177,textures/earth.jpg,-,-,-,-,-,-,,1.3283,0.003639178,Radial Velocity,,
310,HD 41248,b,0,,0.137,textures/earth.jpg,-,-,-,-,-,-,,18.357,0.050293151,Radial Velocity,,
311,HD 41248,c,0,,0.172,textures/earth.jpg,-,-,-,-,-,-,,25.648,0.070268493,Radial Velocity,,
312,HD 43197,b,0,,,textures/earth.jpg,-,-,-,-,-,-,,327.8,0.898082192,Radial Velocity,,
313,HD 43848,b,0,,3.4,textures/earth.jpg,-,-,-,-,-,-,,2371,6.495890411,Radial Velocity,,
314,HD 43691,b,0,,0.24,textures/earth.jpg,-,-,-,-,-,-,,36.96,0.101260274,Radial Velocity,,
315,HD 44219,b,0,,,textures/earth.jpg,-,-,-,-,-,-,,472,1.293150685,Radial Velocity,,
316,HD 45184,b,0,,0.0638,textures/earth.jpg,-,-,-,-,-,-,,5.8872,0.016129315,Radial Velocity,,
317,HD 45364,b,0,,0.6813,textures/earth.jpg,-,-,-,-,-,-,,226.93,0.621726027,Radial Velocity,,
318,HD 45364,c,0,,0.8972,textures/earth.jpg,-,-,-,-,-,-,,342.85,0.939315068,Radial Velocity,,
319,HD 45350,b,0,,1.92,textures/earth.jpg,-,-,-,-,-,-,,890.76,2.440438356,Radial Velocity,,
320,HD 45652,b,0,,0.23,textures/earth.jpg,-,-,-,-,-,-,,43.6,0.119452055,Radial Velocity,,
321,HD 46375,b,0,,0.041,textures/earth.jpg,-,-,-,-,-,-,,3.024,0.008284932,Radial Velocity,,
322,HD 47186,b,0,,0.05,textures/earth.jpg,-,-,-,-,-,-,,4.0845,0.011190411,Radial Velocity,,
323,HD 47186,c,0,,2.395,textures/earth.jpg,-,-,-,-,-,-,,1353.6,3.708493151,Radial Velocity,,
324,HD 47536,b,0,,,textures/earth.jpg,-,-,-,-,-,-,,430,1.178082192,Radial Velocity,,
325,HD 47536,c,0,,,textures/earth.jpg,-,-,-,-,-,-,,2500,6.849315068,Radial Velocity,,
326,HD 48265,b,0,,1.51,textures/earth.jpg,-,-,-,-,-,-,,700,1.917808219,Radial Velocity,,
327,HD 49674,b,0,,0.058,textures/earth.jpg,-,-,-,-,-,-,,4.9437,0.013544384,Radial Velocity,,
328,HD 50499,b,0,,3.86,textures/earth.jpg,-,-,-,-,-,-,,2582.7,7.075890411,Radial Velocity,,
329,HD 50554,b,0,,2.38,textures/earth.jpg,-,-,-,-,-,-,,1279,3.504109589,Radial Velocity,,
330,HD 51608,b,0,,0.1059,textures/earth.jpg,-,-,-,-,-,-,,14.07,0.038547945,Radial Velocity,,
331,HD 51608,c,0,,0.3791,textures/earth.jpg,-,-,-,-,-,-,,95.415,0.261410959,Radial Velocity,,
332,HD 52265,b,0,,0.49,textures/earth.jpg,-,-,-,-,-,-,,118.96,0.325917808,Radial Velocity,,
333,HD 59686,b,0,,0.911,textures/earth.jpg,-,-,-,-,-,-,,303,0.830136986,Radial Velocity,,
334,HD 60532,b,0,,0.77,textures/earth.jpg,-,-,-,-,-,-,,201.83,0.552958904,Radial Velocity,20,
335,HD 60532,c,0,,1.58,textures/earth.jpg,-,-,-,-,-,-,,607.06,1.663178082,Radial Velocity,20,
336,HD 63454,b,0,,0.036,textures/earth.jpg,-,-,-,-,-,-,,2.817822,0.00772006,Radial Velocity,,
337,HD 62509,b,0,,1.69,textures/earth.jpg,-,-,-,-,-,-,,589.64,1.615452055,Radial Velocity,,
338,HD 63765,b,0,,0.94,textures/earth.jpg,-,-,-,-,-,-,,358,0.980821918,Radial Velocity,,
339,HD 65216,b,0,,1.3,textures/earth.jpg,-,-,-,-,-,-,,572.4,1.568219178,Radial Velocity,,
340,HD 65216,c,0,,0.54,textures/earth.jpg,-,-,-,-,-,-,,152.6,0.418082192,Radial Velocity,,
341,HD 66141,b,0,,1.2,textures/earth.jpg,-,-,-,-,-,-,,480.5,1.316438356,Radial Velocity,,
342,HD 66428,b,0,,3.18,textures/earth.jpg,-,-,-,-,-,-,,1973,5.405479452,Radial Velocity,,
343,HD 68988,b,0,,0.071,textures/earth.jpg,-,-,-,-,-,-,,6.276,0.017194521,Radial Velocity,,
344,HD 69830,b,0,,0.0785,textures/earth.jpg,-,-,-,-,-,-,,8.667,0.023745205,Radial Velocity,,
345,HD 69830,c,0,,0.186,textures/earth.jpg,-,-,-,-,-,-,,31.56,0.086465753,Radial Velocity,,
346,HD 69830,d,0,,0.63,textures/earth.jpg,-,-,-,-,-,-,,197,0.539726027,Radial Velocity,,
347,HD 70573,b,0,,1.76,textures/earth.jpg,-,-,-,-,-,-,,851.8,2.33369863,Radial Velocity,,
348,HD 70642,b,0,,3.3,textures/earth.jpg,-,-,-,-,-,-,,2231,6.112328767,Radial Velocity,,
349,HD 72659,b,0,,4.16,textures/earth.jpg,-,-,-,-,-,-,,3177.4,8.705205479,Radial Velocity,,
350,HD 73267,b,0,,2.198,textures/earth.jpg,-,-,-,-,-,-,,1260,3.452054795,Radial Velocity,,
351,HD 73256,b,0,,0.037,textures/earth.jpg,-,-,-,-,-,-,,2.54858,0.006982411,Radial Velocity,,
352,HD 73526,b,0,,0.66,textures/earth.jpg,-,-,-,-,-,-,,188.3,0.515890411,Radial Velocity,,
353,HD 73526,c,0,,1.05,textures/earth.jpg,-,-,-,-,-,-,,377.8,1.035068493,Radial Velocity,,
354,HD 73534,b,0,,3.15,textures/earth.jpg,-,-,-,-,-,-,,1800,4.931506849,Radial Velocity,,
355,HD 74156,b,0,,0.294,textures/earth.jpg,-,-,-,-,-,-,,51.65,0.141506849,Radial Velocity,,
356,HD 74156,c,0,,3.85,textures/earth.jpg,-,-,-,-,-,-,,2476,6.783561644,Radial Velocity,,
357,HD 74156,d,0,,1.01,textures/earth.jpg,-,-,-,-,-,-,,346.6,0.949589041,Radial Velocity,,
358,HD 75289,b,0,,0.046,textures/earth.jpg,-,-,-,-,-,-,,3.51,0.009616438,Radial Velocity,,
359,HD 75898,b,0,,1.19,textures/earth.jpg,-,-,-,-,-,-,,418.2,1.145753425,Radial Velocity,,
360,HD 76700,b,0,,0.049,textures/earth.jpg,-,-,-,-,-,-,,3.971,0.010879452,Radial Velocity,,
361,HD 77338,b,0,,0.0614,textures/earth.jpg,-,-,-,-,-,-,,5.7361,0.015715342,Radial Velocity,,
362,HD 79498,b,0,,3.13,textures/earth.jpg,-,-,-,-,-,-,,1966.1,5.386575342,Radial Velocity,,
363,HD 80606,b,0,0.98,0.449,textures/earth.jpg,-,-,-,-,-,-,,111.4357,0.305303288,Radial Velocity,89.32,0
364,HD 81040,b,0,,1.94,textures/earth.jpg,-,-,-,-,-,-,,1001.7,2.744383562,Radial Velocity,,
365,HD 81688,b,0,,0.81,textures/earth.jpg,-,-,-,-,-,-,,184.02,0.504164384,Radial Velocity,,
366,HD 82943,b,0,,1.18,textures/earth.jpg,-,-,-,-,-,-,,441.2,1.208767123,Radial Velocity,,
367,HD 82943,c,0,,0.747,textures/earth.jpg,-,-,-,-,-,-,,219.3,0.600821918,Radial Velocity,,
368,HD 82886,b,0,,1.65,textures/earth.jpg,-,-,-,-,-,-,,705,1.931506849,Radial Velocity,,
369,HD 83443,b,0,,0.0406,textures/earth.jpg,-,-,-,-,-,-,,2.985625,0.008179795,Radial Velocity,,
370,HD 85390,b,0,,,textures/earth.jpg,-,-,-,-,-,-,,781,2.139726027,Radial Velocity,,
371,HD 85512,b,0,,0.26,textures/earth.jpg,-,-,-,-,-,-,,58.43,0.160082192,Radial Velocity,,
372,HD 86081,b,0,,0.039,textures/earth.jpg,-,-,-,-,-,-,,2.1375,0.005856164,Radial Velocity,,
373,HD 86226,b,0,,2.84,textures/earth.jpg,-,-,-,-,-,-,,1695,4.643835616,Radial Velocity,,
374,HD 86264,b,0,,2.86,textures/earth.jpg,-,-,-,-,-,-,,1475,4.04109589,Radial Velocity,,
375,HD 87883,b,0,,3.6,textures/earth.jpg,-,-,-,-,-,-,,2754,7.545205479,Radial Velocity,,
376,HD 88133,b,0,,0.047,textures/earth.jpg,-,-,-,-,-,-,,3.416,0.009358904,Radial Velocity,,
377,HD 89307,b,0,,3.27,textures/earth.jpg,-,-,-,-,-,-,,2157,5.909589041,Radial Velocity,,
378,HD 89744,b,0,,0.89,textures/earth.jpg,-,-,-,-,-,-,,256.605,0.703027397,Radial Velocity,,
379,HD 90156,b,0,,,textures/earth.jpg,-,-,-,-,-,-,,49.8,0.136438356,Radial Velocity,,
380,HD 92788,b,0,,0.97,textures/earth.jpg,-,-,-,-,-,-,,325.81,0.892630137,Radial Velocity,,
381,HD 93083,b,0,,0.477,textures/earth.jpg,-,-,-,-,-,-,,143.58,0.393369863,Radial Velocity,,
382,HD 93385,b,0,,0.1116,textures/earth.jpg,-,-,-,-,-,-,,13.186,0.036126027,Radial Velocity,,
383,HD 93385,c,0,,0.257,textures/earth.jpg,-,-,-,-,-,-,,46.025,0.12609589,Radial Velocity,,
384,HD 95086,b,0,,56.4,textures/earth.jpg,-,-,-,-,-,-,,,,Imaging,,
385,HD 95089,b,0,,1.51,textures/earth.jpg,-,-,-,-,-,-,,507,1.389041096,Radial Velocity,,
386,HD 96063,b,0,,0.99,textures/earth.jpg,-,-,-,-,-,-,,361.1,0.989315068,Radial Velocity,,
387,HD 96167,b,0,,1.3,textures/earth.jpg,-,-,-,-,-,-,,498.9,1.366849315,Radial Velocity,,
388,HD 96127,b,0,,1.4,textures/earth.jpg,-,-,-,-,-,-,,647.3,1.773424658,Radial Velocity,,
389,HD 96700,b,0,,0.0774,textures/earth.jpg,-,-,-,-,-,-,,8.1256,0.022261918,Radial Velocity,,
390,HD 96700,c,0,,0.422,textures/earth.jpg,-,-,-,-,-,-,,103.49,0.283534247,Radial Velocity,,
391,HD 97658,b,0,,0.0831,textures/earth.jpg,-,-,-,-,-,-,,9.494,0.026010959,Radial Velocity,,
392,HD 98219,b,0,,1.23,textures/earth.jpg,-,-,-,-,-,-,,436.9,1.196986301,Radial Velocity,,
393,HD 98649,b,0,,5.6,textures/earth.jpg,-,-,-,-,-,-,,4951,13.56438356,Radial Velocity,,
394,HD 99109,b,0,,1.105,textures/earth.jpg,-,-,-,-,-,-,,439.3,1.203561644,Radial Velocity,,
395,HD 99492,b,0,,0.12186,textures/earth.jpg,-,-,-,-,-,-,,17.054,0.046723288,Radial Velocity,,
396,HD 99492,c,0,,5.4,textures/earth.jpg,-,-,-,-,-,-,,4970,13.61643836,Radial Velocity,,
397,HD 99706,b,0,,2.14,textures/earth.jpg,-,-,-,-,-,-,,868,2.378082192,Radial Velocity,,
398,HD 100655,b,0,,0.76,textures/earth.jpg,-,-,-,-,-,-,,157.57,0.43169863,Radial Velocity,,
399,HD 100777,b,0,,1.03,textures/earth.jpg,-,-,-,-,-,-,,383.7,1.051232877,Radial Velocity,,
400,HD 101930,b,0,,0.302,textures/earth.jpg,-,-,-,-,-,-,,70.46,0.193041096,Radial Velocity,,
401,HD 102117,b,0,,0.1532,textures/earth.jpg,-,-,-,-,-,-,,20.8079,0.057007945,Radial Velocity,,
402,HD 102195,b,0,,,textures/earth.jpg,-,-,-,-,-,-,,4.113775,0.011270616,Radial Velocity,,
403,HD 102272,b,0,,0.614,textures/earth.jpg,-,-,-,-,-,-,,127.58,0.349534247,Radial Velocity,,
404,HD 102272,c,0,,1.57,textures/earth.jpg,-,-,-,-,-,-,,520,1.424657534,Radial Velocity,,
405,HD 102365,b,0,,0.46,textures/earth.jpg,-,-,-,-,-,-,,122.1,0.334520548,Radial Velocity,,
406,HD 102329,b,0,,2.01,textures/earth.jpg,-,-,-,-,-,-,,778.1,2.131780822,Radial Velocity,,
407,HD 102956,b,0,,0.081,textures/earth.jpg,-,-,-,-,-,-,,6.495,0.017794521,Radial Velocity,,
408,HD 103197,b,0,,,textures/earth.jpg,-,-,-,-,-,-,,47.8,0.130958904,Radial Velocity,,
409,HD 103774,b,0,,0.07,textures/earth.jpg,-,-,-,-,-,-,,5.8881,0.016131781,Radial Velocity,,
410,HD 104067,b,0,,0.2643,textures/earth.jpg,-,-,-,-,-,-,,55.806,0.152893151,Radial Velocity,,
411,HD 104985,b,0,,0.78,textures/earth.jpg,-,-,-,-,-,-,,198.2,0.543013699,Radial Velocity,,
412,HD 106252,b,0,,2.611,textures/earth.jpg,-,-,-,-,-,-,,1531,4.194520548,Radial Velocity,,
413,HD 106270,b,0,,4.3,textures/earth.jpg,-,-,-,-,-,-,,2890,7.917808219,Radial Velocity,,
414,HD 106515A,b,0,,4.59,textures/earth.jpg,-,-,-,-,-,-,,3630,9.945205479,Radial Velocity,,
415,HD 107148,b,0,,0.269,textures/earth.jpg,-,-,-,-,-,-,,48.056,0.131660274,Radial Velocity,,
416,HD 108147,b,0,,0.102,textures/earth.jpg,-,-,-,-,-,-,,10.8985,0.029858904,Radial Velocity,,
417,HD 108863,b,0,,1.4,textures/earth.jpg,-,-,-,-,-,-,,443.4,1.214794521,Radial Velocity,,
418,HD 108874,b,0,,1.053,textures/earth.jpg,-,-,-,-,-,-,,394.48,1.080767123,Radial Velocity,,
419,HD 108874,c,0,,2.77,textures/earth.jpg,-,-,-,-,-,-,,1680,4.602739726,Radial Velocity,,
420,HD 109246,b,0,,0.33,textures/earth.jpg,-,-,-,-,-,-,,68.27,0.187041096,Radial Velocity,,
421,HD 109271,b,0,,0.079,textures/earth.jpg,-,-,-,-,-,-,,7.8543,0.02151863,Radial Velocity,,
422,HD 109271,c,0,,0.196,textures/earth.jpg,-,-,-,-,-,-,,30.93,0.084739726,Radial Velocity,,
423,HD 109749,b,0,,0.0635,textures/earth.jpg,-,-,-,-,-,-,,5.24,0.014356164,Radial Velocity,,
424,HD 110014,b,0,,2.14,textures/earth.jpg,-,-,-,-,-,-,,835.477,2.288978082,Radial Velocity,,
425,HD 111232,b,0,,1.97,textures/earth.jpg,-,-,-,-,-,-,,1143,3.131506849,Radial Velocity,,
426,HD 113538,b,0,,0.71,textures/earth.jpg,-,-,-,-,-,-,,263.3,0.721369863,Radial Velocity,,
427,HD 113538,c,0,,2.43,textures/earth.jpg,-,-,-,-,-,-,,1657,4.539726027,Radial Velocity,,
428,HD 114386,b,0,,1.65,textures/earth.jpg,-,-,-,-,-,-,,937.7,2.569041096,Radial Velocity,,
429,HD 114386,c,0,,,textures/earth.jpg,-,-,-,-,-,-,,1046,2.865753425,Radial Velocity,,
430,HD 114762,b,0,,0.363,textures/earth.jpg,-,-,-,-,-,-,,83.888,0.229830137,Radial Velocity,,
431,HD 114783,b,0,,1.16,textures/earth.jpg,-,-,-,-,-,-,,493.7,1.35260274,Radial Velocity,,
432,HD 114729,b,0,,2.11,textures/earth.jpg,-,-,-,-,-,-,,1114,3.052054795,Radial Velocity,,
433,HD 116029,b,0,,1.73,textures/earth.jpg,-,-,-,-,-,-,,670.2,1.836164384,Radial Velocity,,
